Product code	Product label	Turkey's imports from Israel-Value in 2001	Turkey's imports from Israel-Value in 2002	Turkey's imports from Israel-Value in 2003	Turkey's imports from Israel-Value in 2004	Turkey's imports from Israel-Value in 2005	Turkey's imports from Israel-Value in 2006	Turkey's imports from Israel-Value in 2007	Turkey's imports from Israel-Value in 2008	Turkey's imports from Israel-Value in 2009	Turkey's imports from Israel-Value in 2010	Turkey's imports from Israel-Value in 2011	Turkey's imports from Israel-Value in 2012	Turkey's imports from Israel-Value in 2013	Turkey's imports from Israel-Value in 2014	Turkey's imports from Israel-Value in 2015	Turkey's imports from Israel-Value in 2016	Turkey's imports from Israel-Value in 2017	Israel's exports to world- 	Israel's exports to world-Value in 2001	Israel's exports to world-Value in 2002	Israel's exports to world-Value in 2003	Israel's exports to world-Value in 2004	Israel's exports to world-Value in 2005	Israel's exports to world-Value in 2006	Israel's exports to world-Value in 2007	Israel's exports to world-Value in 2008	Israel's exports to world-Value in 2009	Israel's exports to world-Value in 2010	Israel's exports to world-Value in 2011	Israel's exports to world-Value in 2012	Israel's exports to world-Value in 2013	Israel's exports to world-Value in 2014	Israel's exports to world-Value in 2015	Israel's exports to world-Value in 2016	Israel's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9020	"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	4	23	7	11	0		1579	4610	6911	6377	1905	2468	6504	2698	2747	2593	3260	2616	4549	5079	4118	4142	6761		1281	3726	2756	3521	3310	3485	5642	7540	4932	6687	8757	7603	14089	23102	21340	12176	18297	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	14	0	0	26	26	6	1	1	782	10	82	72	1		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	4	0	1443	0	8	2	52	0	1	26	5	7	3	4	46	8		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9307	"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	14	0	1	2	15	67	0	0	0	0	0	0	0	0		0	1	2	119	25	150	3	44	4	312	46	176	117	62	47	0	1	
9506	"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ..."	34	26	17	47	49	46	41	88	0	18	57	34	20	15	120	8	0		1460	2015	2445	1021	1111	1638	2363	7296	17773	6097	4659	3125	2891	2644	1533	3824	3004		18095	23928	29721	47869	69381	78306	91560	95679	76985	99845	106760	127814	149153	152682	112442	106938	113241	
9601	"Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	9	12	2	58	13	8	256	272	104	225	64	164	38	169	376	377		174	219	365	441	571	746	676	855	668	864	1302	654	969	724	550	612	626	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	0	21	0	0	0	260	0	1	4	8	45	52	0	11	47	74		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	807	0	0	4	0	1	0	0	0	1		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0805	"Citrus fruit, fresh or dried"	0	0	0	8	92	0	0	0	0	0	0	0	0	0	1	1	0		81986	57909	61424	0	95310	78103	112433	101269	138724	166203	154634	189172	189022	203096	179546	182386	198515		212	6637	9043	8859	15137	8054	14569	13630	12698	13120	18164	19326	17661	15365	19686	18661	20578	
0813	"Dried apricots, prunes, apples, peaches, pears, papaws "papayas", tamarinds and other edible ..."	0	0	39	119	58	40	51	49	0	69	0	158	0	0	4	0	0		859	1099	1577	0	15	98	54	72	49	125	206	159	321	36	158	95	190		1396	1366	2498	3261	3051	2632	3854	3183	2822	4462	11731	6580	6631	7593	10001	10637	7200	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	1	0	0	13	0	0		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	0	0	0	0	3	1	1	0	3	2	0	0		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	0	26	16	0	0	0	0	0		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1005	"Maize or corn"	0	0	51	0	1	0	1	1	0	0	0	0	0	0	0	0	0		0	0	1	21	0	0	182	4622	4652	11096	15916	25438	21717	11951	10012	2235	3785		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		6	3	1	1	91	5	68	1577	662	67	100	128	161	131	208	140	60		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
1201	"Soya beans, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	1	48	0	0	0	0	0	4	0	5	0	3	167	146	58	19		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	58	194	2050	258	27	0	148	1	21	18	195	91	17	395	3	1		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1404	"Vegetable products, n.e.s."	498	101	653	0	3	576	0	0	5	0	9	0	0	0	0	60	0		0	0	1097	0	39	24	3	27	10	46	3	9	6	31	72	7	7		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
1505	"Wool grease and fatty substances derived therefrom, incl. lanolin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	10	1	0	0	0	0	0	0	238	316	286	136	324		534	553	739	792	868	967	936	1264	933	1300	2002	2031	2235	1910	1935	777	1161	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3	16	5	22	1	21	44	253	38	515	129	11	82	9	71		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		197	193	78	0	0	0	6	17	17	55	28	18	20	11	10	25	18		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0		2	6	0	132	6	68	79	11	97	41	15	47	1	34	13	40	24		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1804	"Cocoa butter, fat and oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	5	0	4	0	0	12	31	27	597	0	32	87		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	13	0	14	4	1	0	0	21	29	36	0	64	15	0	3		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
1904	"Prepared foods obtained by the swelling or roasting of cereals or cereal products, e.g. corn ..."	0	26	0	0	43	53	0	0	19	19	0	0	0	0	0	0	0		7659	1552	1259	1954	2810	3904	2746	4921	7008	7007	8796	9589	9333	7283	6571	3917	2984		5547	8934	15184	19002	16624	19550	20619	23557	26724	32342	31102	9763	10205	10297	7914	9094	9574	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		803	253	661	1915	4020	5335	2972	3587	2989	3206	3521	3169	3926	2998	3824	3667	3101		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		473	238	155	201	316	626	1360	4460	1132	1865	1691	898	1582	2354	1677	1109	954		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	73	68	111	47	113	142	135	149	42	62	48	32	115	103	69	127		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	95	245	105	0		0	73	100	0	0	0	0	256	418	105	0	0	91	93	345	0	0		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
2303	"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of ..."	0	0	0	0	0	0	0	0	6	9	3	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	77	492	96	490	0		240	1544	2670	10150	26721	43122	165791	293336	159935	198716	120643	191378	272729	228985	206710	329602	445186	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	19	50	0	0	21	26	40	114	373	509	42	675	1	279	11	7		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
2508	"Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas ..."	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0		427	317	0	11	0	0	0	117	217	78	7	67	10	2	5	6	14		4554	6704	10689	13564	19074	19389	29693	28976	15711	24466	28834	31254	23860	36145	34129	28597	38907	
2509	"Chalk"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0		59	0	26	0	0	0	0	10	0	0	0	12	8	1	4	28	3		594	684	1155	1580	1728	1951	1816	1599	880	637	345	139	154	221	116	59	132	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	87	0	0	2	0	0	0	0	0	0	0		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	58	0	0	317	0	0	0	0		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
2812	"Halides and halide oxides of non-metals"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	0	0	0	9	26	12	159	0	99	17	192	543	4	9	0		828	466	306	451	525	1093	997	1338	1621	890	1168	1358	1925	2020	1506	1327	1874	
2813	"Sulphides of non-metals; commercial phosphorus trisulphide"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	99	41	0	0	0	0	0	0	0	0	0	5	0		2	10	3	4	6	6	8	14	16	15	27	32	41	43	34	32	60	
2817	"Zinc oxide; zinc peroxide"	17	27	36	0	0	0	0	0	1	0	4	0	0	2	0	0	0		748	847	766	1083	2096	2570	3516	2323	4347	5445	5107	3448	2723	833	531	111	355		4594	4383	3585	4669	4222	9503	16471	12058	8146	12200	12358	9112	11423	10756	9117	8566	12033	
2829	"Chlorates and perchlorates; bromates and perbromates; iodates and periodates"	0	7	0	14	0	1	123	42	130	13	0	0	0	0	0	0	0		29041	15340	28170	29646	36566	57282	38409	56515	19103	875	1	9	0	25	1	119	0		1513	1357	2097	1545	1938	3698	3059	3908	4065	5374	8508	5609	5925	5857	5305	5234	5373	
2832	"Sulphites; thiosulphates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	3	0	0	0	0	0	5	1	29	0	3	11	14	14	3	0		454	645	744	1001	1400	1014	1610	2034	1124	1445	1101	1147	1294	1098	1215	1294	1259	
2833	"Sulphates; alums; peroxosulphates "persulphates""	5	0	0	2	1	1	1	1	0	46	146	106	98	96	1	132	0		1443	2117	2110	2671	4014	7821	9717	10591	16353	23655	10675	6827	10217	13393	4508	3122	4122		4839	4962	6707	10736	15467	17725	23610	26695	21503	29327	46374	34577	36145	38187	34421	27870	29879	
0207	"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ..."	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6142	251	181	0	280	12	0	25226	12435	18858	24902	16291	14458	4305	343	1186	135		183	32	65	14	254	33	97	789	1581	863	1567	1118	940	1119	1933	366	2075	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	348	111	0	7045	3445	3787	3726	2799	3291	5970	5205	4976	5200	1349	882	101		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
0405	"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy ..."	0	0	0	0	51	0	0	1052	1750	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	3108	3286	187	108	155	167	121	258	387	241		2773	4959	8804	10209	14687	12994	19597	28183	35821	49161	52266	64701	88920	99892	72469	45629	46248	
0501	"Human hair, unworked, whether or not washed or scoured; waste of human hair"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	108	15	28	401	923	722	34	41	351	147		0	3	6	13	27	2	9	63	72	172	742	422	53	24	33	19	12	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	2	0	1	16	0	11	11	9	0	0	1	1	25	26	11	11	0		84787	129943	131124	0	69685	69089	83055	67341	97497	156987	93382	78667	85874	84777	68842	81825	58691		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
2849	"Carbides, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		68	36	128	9	1082	427	304	362	729	511	99	67	12170	13370	3720	2862	7239		1667	3289	4176	6606	8350	7541	7275	11994	7145	10937	13714	9922	11044	13743	12526	17372	20732	
2850	"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	2	11	0	0	0	752	705	34	0	12	0	0	0	0	0	56		147	177	228	234	317	345	440	277	678	851	874	553	1228	1190	1009	1186	1378	
3405	"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, ..."	0	2	0	6	4	0	0	22	482	333	199	610	724	694	119	0	0		1137	953	748	94	1426	1288	807	838	1375	1629	2476	1886	3708	4090	4389	4751	1928		4201	5250	6167	7120	8673	9202	11855	12697	11018	14005	18092	16787	18218	17888	15594	14846	14504	
3406	"Candles, tapers and the like"	0	5	0	0	204	40	4	5	0	8	0	14	34	2	0	10	0		36614	28815	22069	13937	17596	16080	14457	8671	6541	4986	6473	5285	6167	5350	4490	3788	3249		673	1317	2140	4135	4799	4851	6611	5787	6340	6821	7664	7796	10626	9131	9183	7919	7072	
3606	"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ..."	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0		766	331	2066	844	486	3	1	30	0	188	0	1	25	4	40	0	0		268	494	365	436	800	897	1730	1695	1264	1321	1763	2684	3155	3212	3413	3020	3260	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	5	0	0	0	0	9	31	236	183	116	2	5	0	0	0	0	0		133	42	400	459	533	497	145	881	1683	1723	2304	3198	4127	2633	3075	1630	47		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
3703	"Photographic paper, paperboard and textiles, sensitised, unexposed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		102	50	6	637	947	17	1	58	252	16	120	80	126	0	8	29	18		18143	18181	19687	23369	24027	24523	19634	15425	13551	14937	16184	15010	13756	12331	10898	10756	10323	
3706	"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	15	379	531	312	434	837	69	1221	361	3	11	36	31	0	0	50		1747	2974	3216	6210	8637	7074	8626	9575	8011	5408	6512	4946	3423	185	206	0	1	
4015	"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		422	771	871	1037	2241	2143	1824	1369	1212	3953	1897	390	122	406	27	16	114		7436	10530	11169	22453	22511	30608	45747	48461	54963	76639	104993	108755	109230	109732	126392	136154	156584	
4017	"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s."	0	0	0	0	0	0	0	0	2	7	0	0	17	0	0	0	0		17	13	106	3	59	76	5	153	28	109	125	34	96	95	25	6	107		363	444	612	765	1136	1361	1669	1669	1275	2023	1523	864	1517	1555	1226	1236	1273	
4106	"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without ..."	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	66	23	0	0	0	2		7766	2316	1905	1973	4165	5079	4423	4096	3420	6800	10291	11030	11110	10981	7601	9528	8409	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4417	"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	4	8	2	0	14	2	9	3	0	19	90	1	2	20		223	221	204	423	718	981	909	1099	928	1275	1555	1721	2280	2159	2813	2829	2300	
4418	"Builders' joinery and carpentry, of wood, incl. cellular wood panels, assembled flooring panels, ..."	66	103	176	32	23	30	1	0	0	0	0	0	0	48	1	19	0		760	2039	2526	3307	3609	6484	4804	3721	3126	2082	3018	2294	4202	4628	3285	3648	3725		15371	16775	16711	21444	22667	35859	50027	61253	33548	44382	61297	60935	97472	90323	82485	67026	65653	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	63	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		179	5	5	1741	2747	20	29	50	193	47	2	3	1	0	38	9	35		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	0	1	0	1	85	135	53	10	342	1	1	49	26	455		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
4814	"Wallpaper and similar wallcoverings of paper; window transparencies of paper"	0	0	0	8	0	0	0	0	0	0	0	0	0	6	4	0	0		0	79	290	68	23	35	4	4881	85	106	135	109	153	157	211	966	57		1415	2006	2507	4084	5643	7847	13665	19332	19515	30959	42862	44137	57716	84607	76084	17571	16270	
4903	"Children's picture, drawing or colouring books"	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0		35	89	182	266	65	58	109	303	295	267	51	103	102	140	140	116	50		49	82	179	527	576	902	1363	1156	1467	2165	2992	4111	2457	3091	2916	3035	4159	
5105	"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"	0	0	362	0	0	0	156	108	0	0	0	0	0	0	0	0	0		1	0	0	9	8	18	22	0	0	0	17	0	19	1	2	3	2		48616	69810	95583	92230	102632	116574	139445	127747	80779	114134	139725	132195	117377	120372	93495	84494	93180	
5110	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	8	0	7	0	19	0	0	0		1	0	128	0	0	0	70	172	140	0	298	620	560	679	597	564	91	
5111	"Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ..."	487	2824	62	0	190	255	140	45	4	0	0	0	0	0	0	0	0		18419	10269	10527	15534	15500	14844	11643	2467	200	532	2415	1526	861	41	145	72	61		32499	36404	41437	54413	49161	52272	53085	52510	44073	50564	49895	47542	50315	41472	27099	22450	30382	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	25	10	0	0	0	40	48	122	98	64	71	102	67	79	0	0		28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
5401	"Sewing thread of man-made filaments, whether or not put up for retail sale"	1	0	1	125	97	93	150	53	31	21	0	23	0	0	0	0	0		6772	6455	7309	7455	6657	6826	7050	6564	4289	5684	5856	4823	4560	4769	4537	2729	111		5796	8530	10677	9192	10322	12851	16472	16639	15495	22096	22158	18099	20579	17712	14141	14000	12761	
3817	"Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ..."	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0		46934	52373	59656	68387	86608	88039	88866	102490	90285	103892	120997	136744	162869	148464	106352	99478	106976	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	24	87	0	113	0	2	0	1	1006	223	52	380	299	327		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0		816	314	100	66	120	104	1277	39	26	1	5	28	41	54	488	590	67		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
5607	"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ..."	0	0	1	3	11	0	1	0	0	16	2	90	0	2	36	0	0		778	1019	1983	793	93	26	117	210	504	1364	922	317	1201	1257	2622	2326	6176		2072	3858	7284	9678	9886	9490	13031	18547	8038	10289	12954	12093	14539	14309	15268	15517	16118	
5901	"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1449	424	325	103	1	1325	5956	12500	13705	16139	306	265	364	143	75	275	330		691	1077	1280	1224	1477	1316	1880	2397	1937	3063	4412	4159	4776	4026	1806	1236	1399	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	2	0	0	0	0	0	0	4	0	0	0	1	21	0	0	0		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
6003	"Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ..."	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	13	32	0	261	1	0		0	1183	1345	1581	3966	3273	2617	1775	1540	2287	2666	2847	2359	3379	3244	4109	3563	
6106	"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts ..."	0	0	7	23	8	2	12	0	111	33	114	1	0	0	3	1	0		36746	33290	34037	30628	26565	23031	15601	13068	2380	1149	1020	1019	3580	290	821	400	32		2221	2498	5114	11190	11904	16370	26113	41999	35156	44911	44390	27794	34250	28607	24631	17915	15236	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	0	1	2	0	5	0	0	0	0	0	0	0	4	2	18	1	0		7	117	35	48	1511	565	11	656	2193	2041	2206	1900	3110	5159	4424	3853	3533		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	0	4	0	33	1	0	0	26	4	0	0	0	0	0	0	0	0		2500	1571	1175	330	197	372	174	299	79	52	127	150	881	76	115	340	254		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	17	0		331	1	151	47	50	210	167	148	142	19	2288	1395	948	374	808	78	4		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
