Product code	Product label	Turkey's imports from Malaysia-Value in 2001	Turkey's imports from Malaysia-Value in 2002	Turkey's imports from Malaysia-Value in 2003	Turkey's imports from Malaysia-Value in 2004	Turkey's imports from Malaysia-Value in 2005	Turkey's imports from Malaysia-Value in 2006	Turkey's imports from Malaysia-Value in 2007	Turkey's imports from Malaysia-Value in 2008	Turkey's imports from Malaysia-Value in 2009	Turkey's imports from Malaysia-Value in 2010	Turkey's imports from Malaysia-Value in 2011	Turkey's imports from Malaysia-Value in 2012	Turkey's imports from Malaysia-Value in 2013	Turkey's imports from Malaysia-Value in 2014	Turkey's imports from Malaysia-Value in 2015	Turkey's imports from Malaysia-Value in 2016	Turkey's imports from Malaysia-Value in 2017	Malaysia's exports to world- 	Malaysia's exports to world-Value in 2001	Malaysia's exports to world-Value in 2002	Malaysia's exports to world-Value in 2003	Malaysia's exports to world-Value in 2004	Malaysia's exports to world-Value in 2005	Malaysia's exports to world-Value in 2006	Malaysia's exports to world-Value in 2007	Malaysia's exports to world-Value in 2008	Malaysia's exports to world-Value in 2009	Malaysia's exports to world-Value in 2010	Malaysia's exports to world-Value in 2011	Malaysia's exports to world-Value in 2012	Malaysia's exports to world-Value in 2013	Malaysia's exports to world-Value in 2014	Malaysia's exports to world-Value in 2015	Malaysia's exports to world-Value in 2016	Malaysia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	11	165	0	72	25	83	59	163	91	0	24298	42489	43874	38565	4	392		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	336	130	1859	7303	6748	6887	7440	3904	1613	1927	1344	1835	328	140	426	508		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4802	"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ..."	0	0	0	0	48	0	0	1851	31	1	0	0	222	0	0	72	0		39721	32116	31187	37586	26878	25697	34912	41332	37233	41809	36800	38873	33192	32525	41881	11033	7708		48569	91218	119243	188617	217845	246876	307201	375759	310981	478982	465724	505251	536321	500338	510765	685819	626187	
4804	"Uncoated kraft paper and paperboard, in rolls of a width > 36 cm or in square or rectangular ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0		5644	5914	6525	6351	7918	8715	6725	2992	3106	3215	2109	3881	5404	4725	6490	5877	6427		47706	70791	125541	148746	165415	207564	253288	291974	224887	353500	397686	354520	409637	420801	344183	321218	356249	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0		78	130	198	219	1099	520	411	890	345	300	285	167	170	176	213	244	820		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0		1119	824	2105	2224	2615	6308	10595	4939	3492	4758	3149	1979	987	3190	783	1847	1403		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	4	0	0	0	7	5	4	0	14	64	131	210		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		323	572	195	325	300	412	334	794	485	582	802	621	768	899	1253	1462	1196		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	0	0	1	79	207	388	310	1007	353	8	7	4	11	11	4	12	0		44856	37454	42845	60317	64722	74387	80882	76401	58474	44606	49671	47290	45868	38135	40877	32268	34105		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21715	19598	25680	18684	19039	29833	30613	37106	41127	58765	83277	109680	111452	122392	111276	107622	107640		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	143	0	35	0	16	3	6	0	0	9	7	13	10	30	8	44		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	43	25	226	52	80	175	256	51	67	298	168	169	86	421	299	131		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	29	21	11	23	8	10	0	3	0	10	0	0	0	0	0	0	0		6859	8915	4820	6366	7340	5753	3879	1924	2148	1399	1036	1127	963	1723	494	359	1531		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23	16	20	23	244	888	1436	2321	2529	3112	4391	3244	2610	4145	4295	5301	5110		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	11	0	0	0	0	390	207	132	12	24	1914	1283	0	0	0	0	0		15681	15009	17057	25615	27010	31592	43862	52086	51202	50749	48297	43669	44502	44674	41849	37861	93582		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
6912	"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ..."	112	262	547	926	151	6	14	6	1	1	229	1308	961	46	0	0	0		22581	25707	28084	33325	17685	15734	22074	17883	13540	17998	15151	18172	18395	21947	18642	18142	15159		4494	7791	10144	7067	26113	33662	34329	27630	20721	24137	23400	17582	20771	28384	28404	20339	15024	
6914	"Ceramic articles, n.e.s."	1	0	0	0	70	6	0	0	0	0	0	1	0	0	0	0	0		34926	38556	40486	39255	40341	49079	49435	45671	42366	41395	33789	34463	37961	23040	20070	18121	30301		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	16	22	15	0	0	0	0	0	0	0	0	0	0	0	0	0		1730	1678	1342	2961	833	1243	1550	1258	1093	886	1029	12133	7784	5342	1281	2386	1268		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7005	"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, ..."	8	7	0	0	0	0	28	0	0	24	257	293	296	49	41	0	0		17327	7475	4394	5389	11400	16071	11412	14283	18009	16629	18418	23633	19867	13409	6381	7358	96221		20791	28405	39469	53139	84453	143627	170856	114670	87448	116384	115536	105949	147130	180137	159865	155501	147104	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0		122	168	263	457	1525	188	1129	2816	1190	4142	9298	15553	10212	5501	2153	2196	16831		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		73	3	7	3	916	211	326	429	636	447	13	365	180	146	10	38093	35		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7207	"Semi-finished products of iron or non-alloy steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1866	4463	155187	199707	180975	121168	493093	479343	272409	309874	588167	371956	78315	55281	29324	34849	23092		180204	172055	392722	628754	783499	1220885	1760684	3195545	1471923	1262581	1442835	1966077	2880981	2515445	1856027	1477335	2047602	
7325	"Articles of iron or steel, cast, n.e.s."	0	6	0	0	0	19	0	0	100	0	0	0	16	46	52	0	0		8512	10239	12959	14889	11300	14528	14356	23162	16322	11207	18440	8052	5889	7951	5998	10127	7852		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	25	27	0	236	0	0	0	0	3	0	2	0	22	0	0		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
7407	"Bars, rods and profiles, of copper, n.e.s."	0	0	0	0	0	0	835	142	0	0	0	0	0	0	0	0	0		21130	24070	36732	70370	90213	228965	332222	381525	149448	282867	378760	295193	325376	337514	316684	237881	289022		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		53	11	152	768	897	967	1749	1263	1569	8414	1490	9025	1527	4925	805	4562	23721		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2627	2765	5870	10649	4128	4743	2292	1713	610	5169	17987	5531	1850	1485	7904	1704	952		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1288	1024	2329	2411	8214	5345	6783	7283	3095	3704	3093	4928	12877	7192	13628	5574	10781		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		85	55	25	93	485	86	360	445	1092	365	505	415	908	1898	955	735	1646		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	3	65	139	430	186	328	0	5	776	2133	3461	5195	988	3315	0	88		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		107	100	182	5935	2193	1354	3744	24431	2911	4394	2873	2231	2531	2690	5791	18186	1204		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	0	0	37	138	139	5	74	0	133	165	320	129	7856	11275	579	192	0		46252	48155	52841	74648	97259	146582	188675	301383	196052	209327	206856	187497	237315	280658	160818	121320	159826		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	2	0		821	488	749	940	599	457	230	715	1276	2444	3487	5774	3534	3603	1660	1439	2071		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
8303	"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ..."	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0		3224	2735	3812	3898	4470	5653	5560	7646	4484	5312	6913	10207	10704	6090	4420	4785	5893		1624	1202	1656	2224	2689	3905	3749	4603	3346	4885	4422	5717	6236	7372	6593	5300	3534	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10745	3902	8516	38212	16356	23814	26591	19555	15737	39687	29825	27543	65945	40795	37601	51511	34706		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2267	1934	1178	1121	1473	1534	1465	3546	2077	3295	1048	913	458	871	1507	1031	1487		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8460	"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ..."	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0		6285	2351	16266	5749	4702	6852	6629	8766	2375	5478	7239	9488	3991	14806	3551	4158	4326		35248	37746	20060	57204	60791	69770	74410	91547	43137	67389	77733	102397	99782	81916	80654	85197	70037	
8462	"Machine tools, incl. presses, for working metal by forging, hammering or die-stamping; machine ..."	0	0	36	0	0	0	1164	431	0	0	744	613	0	0	56	0	0		24351	34683	35045	44637	85876	90835	122332	73582	44731	62778	85434	126093	101353	102003	76838	89824	101162		40539	68045	94195	132726	209096	224833	202582	283488	158358	154616	227198	299963	252120	221560	208960	204643	203421	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	73	94	199	450	1349	3681	0	0	0	0	0	0	0	0	0	0	0		182141	228727	242405	175331	189592	155127	103942	19312	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		982	787	563	1171	1238	764	1040	1844	885	3515	1247	3473	1237	1685	4509	6860	5774		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
8703	"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ..."	0	0	0	0	1274	2062	2533	2500	1469	460	280	129	0	482	0	0	0		49145	87914	51307	99759	103684	151389	174083	192764	145422	232377	183790	237421	306115	321617	179776	214707	240681		588036	814397	2220483	4214588	4297925	4270786	4748663	4554346	4266673	6821775	8477252	7251417	9130102	7721017	9227428	9841764	8606797	
8705	"Special purpose motor vehicles (other than those principally designed for the transport of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1538	2130	3176	13997	37672	6897	8583	7494	6329	3929	13901	7422	4052	9152	3670	3756	1962		67096	16804	31515	64448	98796	104970	159104	234511	154745	126184	109908	118512	179098	150020	97951	174666	125834	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	144	6	152	32	120	189	148	0	48	96	0	0	0	60	101	25		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4353	4952	1798	151	265	49	131	452	228	2988	641	510	564	216	194	239	5993		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5532	7626	10673	19361	16633	9906	15942	24857	22905	20125	37460	20466	23656	23259	33982	34441	45448		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	1	6	7	0	0		1054	993	603	873	263	433	957	1487	1350	1729	1421	1341	1885	3294	2430	1876	3014		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0		687	395	442	571	712	1158	1620	2786	2918	3714	3690	3976	2096	1929	3366	3034	378		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
9406	"Prefabricated buildings, whether or not complete or already assembled"	0	0	0	0	0	0	5	1	0	0	0	2	0	0	0	0	0		8663	8275	9266	10692	8760	12512	23462	41046	24551	30890	51426	67708	54270	40766	44658	43516	43951		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
9508	"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		455	753	493	718	1554	1718	3893	3065	3529	5771	2725	2000	1840	2040	3185	1934	2996		2130	758	3745	1399	9975	3572	8046	16679	13161	11293	24905	19691	97133	98153	34548	11629	10584	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		244	178	64	143	100	216	251	414	164	132	52	466	324	233	220	338	255		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	10	383	2	2	2	29	7	40	0	21	2	26	29	0	0	4		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		64	29	0	18	78	0	0	103	35	452	190	519	152	25	165	63	60		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0		6744	7962	12800	24991	33474	20668	39513	53906	42231	56367	59104	60528	60427	52838	64389	99516	68565		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36329	43284	43169	43928	53847	52270	68966	90702	88525	103413	126750	134210	136769	145428	125650	114338	110946		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	0	0	11	4	0	0	22	0	0	5	2	0	2	0	0	4		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		288	343	435	882	982	783	579	879	1048	709	2433	2184	1720	1661	1508	3797	4609		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3228	3593	3933	4483	6242	5736	6014	6519	6367	7277	8380	8205	8344	8353	8443	8574	11220		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		105	103	93	229	489	596	519	5077	4116	745	853	1014	738	1135	678	582	224		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1348	1198	508	660	1108	1318	963	1798	2117	2696	2065	1249	1995	1159	983	636	1024		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	0	0		532	523	589	228	270	351	281	1058	583	755	2255	1406	3348	2551	904	577	3165		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
1509	"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	68	44	31	67	321	302	341	149	130	244	417	332	1922	342	95	99		28	3453	1940	90	233	60	48	16	39	24	121	150	413	515	9515	4842	141	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6663	4205	7546	21598	20587	22554	32013	41418	31850	37004	65535	58611	55020	52092	53313	59566	72350		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0		83	233	1201	2485	1420	1489	963	6994	1645	4463	5012	16282	29802	35366	12279	2124	669		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		446	958	861	652	779	1211	1453	3891	4620	3680	3639	6993	6419	4760	5916	5083	5626		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		597	1552	2017	2660	2765	4002	3661	5725	4504	4902	4522	6026	4949	4410	4683	3736	3170		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
1702	"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4438	6401	7307	5647	12020	9349	11691	15783	18737	24653	25873	31105	27004	31799	35069	35970	69497		5739	8171	21384	15901	14419	14173	15278	24787	15632	20464	26114	24600	28708	30623	33586	42068	29053	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	43	71	26	176	40	0	0	0	274	272	99	0	0		18253	31422	49383	44090	40078	43611	62751	77323	88946	149777	228524	157057	117823	127815	124722	147319	102978		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	0	0	0	0	0	0	0	90	33	76	78	0	0	0	0	0	0		399	909	1836	1560	1954	2107	3003	5006	4869	4809	5794	4043	6281	10271	12807	15702	18171		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1786	2377	5450	11022	12787	12587	17198	16313	20722	29892	36702	29068	29988	38885	57736	60682	46655		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	2	1	1	3	5	2	3	4	0	0	0	0	0	0	0	0	0		3881	2058	1694	2691	2331	1940	10687	15940	7007	8483	12745	9858	14655	15520	15801	14343	7171		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3137	1484	426	388	770	672	5370	45039	17784	6850	3182	817	4666	3401	934	1502	1981		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
0806	"Grapes, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3523	5243	1248	726	857	962	909	1449	2305	2521	3868	3247	3602	3633	3281	2684	2723		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	157	148	236	126	130	101	203	174	269	227	220	296	355	447	528	1945		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	0	0	0	76	0	20	12	0	0	0	0	17	0	0	0	21	0		51580	42624	36019	39055	38574	46303	63255	56095	54679	72413	101247	85863	92942	128286	136879	124760	76370		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	18	0	85	68	4	0	0	6542	326	692	1170	45686	62401	110051	83155	288990		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	13	43	7	2	0	0	876	0	41	0	2610	41	119	4080	18934	528		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		64	19	98	69	447	2	0	233	0	0	0	0	0	1954	608	2776	889		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		116	86	33	26	2	2	4	5	7	2	2	42	115	33	56	9	109		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
