Product code	Product label	Turkey's imports from United Arab Emirates-Value in 2001	Turkey's imports from United Arab Emirates-Value in 2002	Turkey's imports from United Arab Emirates-Value in 2003	Turkey's imports from United Arab Emirates-Value in 2004	Turkey's imports from United Arab Emirates-Value in 2005	Turkey's imports from United Arab Emirates-Value in 2006	Turkey's imports from United Arab Emirates-Value in 2007	Turkey's imports from United Arab Emirates-Value in 2008	Turkey's imports from United Arab Emirates-Value in 2009	Turkey's imports from United Arab Emirates-Value in 2010	Turkey's imports from United Arab Emirates-Value in 2011	Turkey's imports from United Arab Emirates-Value in 2012	Turkey's imports from United Arab Emirates-Value in 2013	Turkey's imports from United Arab Emirates-Value in 2014	Turkey's imports from United Arab Emirates-Value in 2015	Turkey's imports from United Arab Emirates-Value in 2016	Turkey's imports from United Arab Emirates-Value in 2017	United Arab Emirates's exports to world- 	United Arab Emirates's exports to world-Value in 2001	United Arab Emirates's exports to world-Value in 2002	United Arab Emirates's exports to world-Value in 2003	United Arab Emirates's exports to world-Value in 2004	United Arab Emirates's exports to world-Value in 2005	United Arab Emirates's exports to world-Value in 2006	United Arab Emirates's exports to world-Value in 2007	United Arab Emirates's exports to world-Value in 2008	United Arab Emirates's exports to world-Value in 2009	United Arab Emirates's exports to world-Value in 2010	United Arab Emirates's exports to world-Value in 2011	United Arab Emirates's exports to world-Value in 2012	United Arab Emirates's exports to world-Value in 2013	United Arab Emirates's exports to world-Value in 2014	United Arab Emirates's exports to world-Value in 2015	United Arab Emirates's exports to world-Value in 2016	United Arab Emirates's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						339		4731	4237				4703	4755	10970	14305	12656	668		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						5403		1002	1294				1767	408	650	468	444	121		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						396		11481	2100				407	543	535	3985	829	731		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
6909	"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ..."	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0						837		2141	1623				8214	3704	3933	2037	2251	1787		3083	4398	5920	9376	12644	13116	13178	15982	17118	28697	33650	26928	27667	31175	30390	32020	30531	
6914	"Ceramic articles, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1421		4712	2397				5358	6728	8905	3053	6218	8230		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0						691		190	2049				233	417	4046	2055	4079	6034		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	0	0	0	2	0	0	0	0	40	183	0	0	0	68	65	0	0						4413		27875	33085				16517	31916	39357	31024	28846	38563		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						753		71	2021				3989	1196	8097	1207	1245	4182		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	0	0	0	4	307	0	0	0	0	3	0	750	0	0	8	5	0						31247		93875	74888				208792	208583	225892	121494	88026	311748		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
7325	"Articles of iron or steel, cast, n.e.s."	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0						12752		20287	21418				54124	76164	82810	38050	21243	34845		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						202		38	486				76	2105	72	3504	38	83		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
7407	"Bars, rods and profiles, of copper, n.e.s."	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0						5713		2444	1745				26815	26145	17223	12331	21637	214822		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0						76		207	36				2270	72	13	1398	569	3353		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						20		210	449				372	687820	2628	252	476	1738		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1088		3862	1009				3407	5319	3584	5390	4583	2880		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1399		5271	4243				6710	7298	5641	5234	5604	21151		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0						104		465	259				2189	135	240	326	32	286		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	15				10	162	0	0	0			3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
8303	"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ..."	0	0	0	0	0	0	2	0	0	0	1	0	194	12	1	1	0						930		1690	910				7929	1668	1999	1961	1766	1085		1624	1202	1656	2224	2689	3905	3749	4603	3346	4885	4422	5717	6236	7372	6593	5300	3534	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						105		4864	18270				6854	4920	5509	2200	411	258		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
8407	"Spark-ignition reciprocating or rotary internal combustion piston engine"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0						33164		76679	68837				793521	2353733	1264490	1169182	1620105	16368		98128	68903	128673	213171	191285	248156	331501	363323	424755	434508	451885	458114	662895	662083	617072	824284	1134781	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	0	0	0	0	0	0	0	0	0	661	0	1292	579	0	0	0	0						12451		34235	35840				195525	116298	92734	33289	30517	29938		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2307		2244	9897				219	2044	122	59	348	413		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8460	"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ..."	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0						1106		1581	2472				3329	6541	3000	2475	2011	868		35248	37746	20060	57204	60791	69770	74410	91547	43137	67389	77733	102397	99782	81916	80654	85197	70037	
8462	"Machine tools, incl. presses, for working metal by forging, hammering or die-stamping; machine ..."	0	0	0	0	0	0	0	22	0	0	0	0	0	119	364	0	0						4167		7584	6906				12128	12804	20726	16205	8400	4461		40539	68045	94195	132726	209096	224833	202582	283488	158358	154616	227198	299963	252120	221560	208960	204643	203421	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						14098		21399	30192				78984	76734	68225	29054	37191	6718		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						31713		14472	0				0	0	0	0	0			947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0						1640		242	201				715	190	745	432	822	1678		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	0	0	0	0	0	168	0	0	0	112	0	0	6	1	193	120	0						2331		17781	31870				71422	57057	75771	61502	65048	21682		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
8703	"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ..."	13	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0						1168482		3405218	3882595				5650480	6567801	9944425	5547139	5224704	161822		588036	814397	2220483	4214588	4297925	4270786	4748663	4554346	4266673	6821775	8477252	7251417	9130102	7721017	9227428	9841764	8606797	
8705	"Special purpose motor vehicles (other than those principally designed for the transport of ..."	57	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0						43659		83705	107681				216104	208742	266744	186769	127045	5842		67096	16804	31515	64448	98796	104970	159104	234511	154745	126184	109908	118512	179098	150020	97951	174666	125834	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						114		150	62				5215	1033	863	0	33	4083		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3869		2930	2272				8063	9652	13479	2521	1590	2091		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3614		909	792				823	980	1113	1004	593	340		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	0	0	0	0	0	6	9	0	0	0	0	5	0	0	0	0						44		3072	9392				632	1065	598	2410	1646	1028		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	1	0	0	45	160	135	10	0	0	2	14	2	0	0	0	0	0						30278		22904	44747				493350	418838	429109	244043	286762	157205		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	0	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0						100		27159	1203				3087	3452	4020	3514	2307	569		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0						569		612	1359				7283	7026	6251	1696	3418	178		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
9508	"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ..."	0	0	0	0	0	1	1	0	0	87	120	0	0	0	0	0	0						516		322	2421				2086	9682	15740	14597	7672	1827		2130	758	3745	1399	9975	3572	8046	16679	13161	11293	24905	19691	97133	98153	34548	11629	10584	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	0				0	0	0	0	0	42		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0						0		3	0				90	83	83	36	364	348		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0806	"Grapes, fresh or dried"	5	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0						16719		19701	16572				29059	37630	25074	20063	19016	6478		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						241		48	5				273	55	397	333	379	24		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	27	0	0	0	0	0	0	0	0	77	0	11	0	16	0	0	0						6130		14508	15125				60387	58666	105916	116120	68405	9206		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
1302	"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0						1279		691	1603				25950	37841	40084	7905	3247	24513		18008	24465	36662	39252	36106	27488	18988	22954	24654	29375	33538	34455	38870	36608	34213	35593	37367	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						7		73	217				406	1786	1103	774	305	114		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						189		80	115				630	466	1395	275	4848	4181		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
1509	"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						623		1788	1270				1857	3516	12339	6749	6132	3395		28	3453	1940	90	233	60	48	16	39	24	121	150	413	515	9515	4842	141	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1672		1075	4580				98261	85302	145256	70373	39809	281149		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						28		54	8				131	169	79	6	122	32		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1905		3603	9943				4686	5892	5486	6550	6417	37780		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						7		51	21				67	34	138	18	12	2		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
1702	"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0						1310		1618	783				2927	11300	7191	3392	3816	11368		5739	8171	21384	15901	14419	14173	15278	24787	15632	20464	26114	24600	28708	30623	33586	42068	29053	
1803	"Cocoa paste, whether or not defatted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						6		3	0				43	929	2469	1682	93	24		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						2397		912	488				2410	3799	4707	3200	3379	9261		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1336		3020	5824				69811	82990	99420	22348	22429	3986		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	0	0	0	3	0	0	1	0	8	7	89	259	955	0	18	0	0						288		419	1720				4221	5650	8163	12011	5341	5827		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						372		573	400				11579	42844	22050	18186	2062	638		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
2525	"Mica, whether or not rifted into sheets or splittings; mica waste"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0						36		214	137				81	99	465	16	162	20		131	79	237	351	541	553	460	456	458	436	624	427	627	617	476	595	550	
2603	"Copper ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						21		533	5662				6	2118	383	45	2	121495		14680	13479	9348	4588	37067	27340	157	6155	1	362	35	354	230	43	6772	10	98	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3		3	45				88	510	71	55	36	921		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		86	0				0	38	23	10	43			0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						857		166	262				25	645	1464	699	120	1589		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1385		4691	2260				4248	5957	5714	3876	3724	29778		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	49	23	0	17	0	0	0	0	0	0	0	0	0						7892		3809	5458				5148	44017	27688	27943	28609	19135		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						721		3281	3328				1759	6457	10675	11398	9333	8056		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						14		68	102				100	49	13	13	7	6		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1149		2436	197				5071	7388	4967	3592	3698	11940		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3604		3517	3002				5958	4169	5015	3461	3758	857		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						45		197	240				140	497	713	802	807	109		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0						900		32271	14018				13785	19486	13072	19802	17765	43092		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	8				234	157	36	0	5	8455		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						171		153	983				1844	2476	3573	967	907	403		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
2837	"Cyanides, cyanide oxides and complex cyanides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1		32	37				971	4	0	0	0			1839	2267	2765	1914	3744	6405	9105	13182	23027	27711	30961	36613	46838	42374	37407	38291	45502	
2842	"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						312		121	89				1623	2262	903	313	1305	451		2486	3069	4166	4700	7292	6616	8830	12659	8036	11890	13195	12715	12031	15594	12020	13868	14693	
2845	"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		192	207				323	28	119	8	9			78	73	688	410	313	284	476	500	503	607	1940	2025	2501	2794	1887	1461	1760	
2853	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		0	76				2146	797	817	460	320	63		0	0	0	0	0	0	307	255	304	602	660	1241	1698	969	1477	1393	1628	
2901	"Acyclic hydrocarbons"	0	0	0	0	0	0	3	0	0	0	0	26716	13373	177095	1575	0	0						252		832	536				1348	14443	9150	2111	2300	189656		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0		44	139				110	1497	780	80	257	126		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
2914	"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, ..."	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0						294		727	296				22250	22988	18289	1444	396	1015		12641	16781	21937	28721	40606	38251	42165	49325	38933	50911	62592	62395	60009	63098	57847	42682	62651	
2930	"Organo-sulphur compounds"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	47	0						92		13	388				10735	37871	36159	1173	564	22411		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
3507	"Enzymes; prepared enzymes, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						988		1681	2067				4932	6208	5088	2065	2412	2634		28209	36872	46046	55910	62373	61852	68415	72759	78534	83857	97136	96772	107594	119647	105297	100937	115304	
3602	"Prepared explosives (excluding propellent powders)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						1119		410	180				644	216	3004	97	875	260		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						17353		16670	19006				225075	239856	233240	74710	40412	2804		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
3809	"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ..."	0	0	0	0	0	0	0	0	0	29	0	2	0	0	0	0	0						738		1774	886				4313	3242	5519	862	1634	1589		39988	55685	70590	81911	87154	90341	99480	98571	70151	82361	86281	85860	90918	86410	69538	60754	65543	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						400		556	888				1947	1857	2184	2344	1740	2099		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						174		302	136				55	472	203	199	45	5813		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
3913	"Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, ..."	49	0	0	36	26	0	62	180	174	0	0	0	0	0	0	0	0						367		908	175				13127	19730	14926	31450	15630	4232		5959	7178	8175	10903	12372	11894	13825	15288	12098	16589	22190	20914	27376	28190	23437	23677	22033	
3918	"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; ..."	0	0	0	0	0	28	47	0	0	0	0	0	0	1	0	0	0						5264		7149	8630				9299	9883	8650	6726	5318	5035		13737	14651	19509	33094	41088	47038	56105	57089	41676	47788	58911	56946	72558	76273	69164	88605	88043	
4001	"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary ..."	0	0	0	0	0	0	35	59	0	0	0	0	0	0	0	0	0						4004		846	768				4871	6512	1678	2044	1029	361		55959	76729	117162	167595	192590	287709	321855	397758	202531	432165	724018	461134	396084	326238	256518	228051	345116	
4008	"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excluding hard rubber)"	0	0	0	94	53	0	0	0	1	0	0	0	13	134	0	1	0						4399		4420	4083				5960	7024	7696	8349	9066	12099		14806	16438	20317	27565	31002	37514	53328	54109	38706	50310	73454	71533	85627	82967	59752	58275	59946	
